0.000000000000000000e+00,2.740963855421796325e-01,2.695356738391794238e-01,2.733695652173970814e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.150349650349738795e-01,2.499999999995452526e-01,1.504484914378920735e-01,0.000000000000000000e+00,3.772455089820390128e-01,7.797356828193784395e-01,2.187500000004547474e-01,1.596656001651339807e-01,3.109142166733818158e-01,0.000000000000000000e+00,2.727272727272733732e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.771653543307110112e-01,6.951995373048021065e-01
0.000000000000000000e+00,3.102409638554206595e-01,4.249150622876527450e-01,3.579710144927545912e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.695804195803987113e-01,1.718750000000000000e-01,1.541632690042575859e-01,0.000000000000000000e+00,2.754491017964078026e-01,8.920704845814952932e-01,2.812500000004547474e-01,1.407782020848387106e-01,2.831252517116453760e-01,0.000000000000000000e+00,2.727272727272733732e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.692913385826813055e-01,6.081550028918485395e-01
0.000000000000000000e+00,2.168674698795030054e-01,3.211778029445042648e-01,2.701086956521763227e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.517482517482392268e-01,1.874999999995452526e-01,1.042855848509631755e-01,0.000000000000000000e+00,3.532934131736560346e-01,7.951541850219996377e-01,1.406250000000000000e-01,1.626070801940358024e-01,3.366894885219480216e-01,0.000000000000000000e+00,2.727272727272733732e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.244094488188999037e-01,8.402255639097759854e-01
0.000000000000000000e+00,3.975903614457649837e-01,2.187995469988663899e-01,2.331521739130479887e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.958041958042002761e-01,2.499999999995452526e-01,1.652169973724753049e-01,0.000000000000000000e+00,3.532934131736560346e-01,6.696035242290605538e-01,2.187500000004547474e-01,1.464031375787016032e-01,2.956101490132923004e-01,0.000000000000000000e+00,3.636363636363597607e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.118110236220481113e-01,7.231058415268947215e-01
0.000000000000000000e+00,3.674698795180688649e-01,3.517553793884431457e-01,2.713768115942052361e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.835664335664262126e-01,2.187499999995452526e-01,1.654888103651330766e-01,0.000000000000000000e+00,2.035928143712588678e-01,7.334801762114437906e-01,2.656250000000000000e-01,1.484673340902062932e-01,2.464760370519556432e-01,0.000000000000000000e+00,3.636363636363597607e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.220472440944888604e-01,6.944765760555284828e-01
0.000000000000000000e+00,3.012048192771032973e-01,1.712344280860662593e-01,3.007246376811636424e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.919580419580398711e-01,2.187499999995452526e-01,1.277068043852551682e-01,0.000000000000000000e+00,2.155688622754503569e-01,6.938325991189344677e-01,2.187500000004547474e-01,1.355661058932824403e-01,2.448650825614180349e-01,0.000000000000000000e+00,2.727272727272733732e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.692913385826813055e-01,8.575766338924282195e-01
0.000000000000000000e+00,2.048192771084131891e-01,3.567383918459725578e-01,2.331521739130479887e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.290209790209729590e-01,2.499999999995452526e-01,9.699193621455037828e-02,0.000000000000000000e+00,3.233532934131737591e-01,7.092511013215698767e-01,2.343750000000000000e-01,1.550727629270269858e-01,4.071687474828848963e-01,0.000000000000000000e+00,2.727272727272733732e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.299212598425185661e-01,6.807403123192585781e-01
0.000000000000000000e+00,3.072289156626482054e-01,2.625141562853841037e-01,2.077898550724661675e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.657342657342667280e-01,2.343750000000000000e-01,1.213645012231552300e-01,0.000000000000000000e+00,2.155688622754503569e-01,5.903083700440419079e-01,2.031250000000000000e-01,1.834038600474769964e-01,3.165525573902598921e-01,0.000000000000000000e+00,2.727272727272733732e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.244094488188999037e-01,8.033545401966506461e-01
0.000000000000000000e+00,4.698795180722754594e-01,3.562853907134737597e-01,3.139492753623187582e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.115384615384527933e-01,2.187499999995452526e-01,1.121228594726844108e-01,0.000000000000000000e+00,3.652694610778439710e-01,8.017621145374391745e-01,2.812500000004547474e-01,1.411910413871382275e-01,3.024567055980682539e-01,0.000000000000000000e+00,2.727272727272733732e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.590551181102370037e-01,7.466743782533242779e-01
0.000000000000000000e+00,4.819277108433652757e-01,2.894677236693041777e-01,2.559782608695684303e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.783216783216801105e-01,1.562499999995452526e-01,1.052822324907154439e-01,0.000000000000000000e+00,1.556886227544893586e-01,7.092511013215698767e-01,2.187500000004547474e-01,1.776241098152553377e-01,4.587192911800244133e-01,0.000000000000000000e+00,3.636363636363597607e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.299212598425185661e-01,6.808849045691189872e-01
