-3.586198370911068967e+00,-5.889046136486995042e-01,-2.631574569359692584e-01,-1.389262864700664402e-01,1.981874477810307567e-01,-2.506382504714101955e-01,2.061615954662246453e-01,2.636718382286842299e-01,3.067771557217217060e-01,-1.318497424228452092e-02,2.872858730738404032e-01
-3.320540941531797685e+00,-4.880125481989222580e-01,-2.488477775559158056e-01,8.324662285827397756e-01,1.600147846830865805e-01,4.388621246755392002e-02,5.610709010532454188e-01,-2.069108507663057483e-01,3.023057278685186908e-02,-1.579933504731804161e-01,-2.829748088369908945e-02
-4.463873566955399497e+00,-5.098411289361978183e-01,-3.206778835230434388e-01,4.482853910800781994e-01,5.366859664509830985e-01,-9.579128267316182332e-02,-3.609958651056564549e-01,8.092419338188399092e-01,1.388130893358204554e-01,-1.342731005718107440e-01,-3.294728758131647561e-01
-2.894649529001824373e+00,-5.695694887582618549e-01,-2.236269319598676586e-01,-8.527475775383676071e-01,9.200339579405704404e-02,3.175787511894767601e-02,-7.879870713538754678e-01,-5.149380806850316628e-01,6.148720875191406032e-02,-2.113916289299728191e-01,2.778625451078577391e-01
-3.246058889587169372e+00,-4.979154055820285696e-01,-2.414639928127353674e-01,1.773205481048481524e-01,4.144998987677810942e-01,4.979011987653971238e-01,-1.731930373919872979e-01,-4.370752613583521184e-01,1.786080505180092093e-01,-1.762964772390208656e-01,3.198869792833703429e-01
-4.507834666401144830e+00,-8.959899140183791300e-01,-3.064987804775697877e-01,-6.248711404779713208e-01,1.257709752953329596e-01,9.510965690629201441e-02,-6.683853701121355018e-01,2.940129227161791814e-01,6.360620560834508996e-01,4.404738452578915719e-01,-5.853669930221667289e-02
-3.331588090893194742e+00,-9.298286968093349980e-01,-2.455645847592428377e-01,5.020952122023596420e-01,4.824193317044618845e-01,-7.188289574300723572e-01,8.648517022467641646e-02,4.472942554280511240e-01,-3.589534474860758273e-01,-4.459095927786865116e-02,3.318942347531236847e-01
-4.097830020700534703e+00,-6.192467820315463722e-01,-2.870098183999384989e-01,-7.152586112411549180e-02,1.522604989430114131e-01,2.639213567338626887e-01,-1.917860347273499799e-01,6.572333979287864336e-01,2.706532391213463118e-01,8.074424563065554783e-02,2.269979815716587357e-01
-2.885228385136497042e+00,-9.060123675454568870e-01,-2.097133555743475042e-01,1.916967988744799622e-01,-5.666704926747642146e-01,4.710182023822258035e-01,-7.321745662836608437e-01,-2.740582822210838043e-01,7.224719958380727315e-03,4.642962506543896889e-02,1.440743315520251755e-01
-3.121807455090741534e+00,-4.155582434187325980e-01,-2.548905637241279387e-01,-4.905756274189720934e-01,-6.737167925723733242e-02,7.695280111663360678e-01,-2.893624936898189781e-01,3.625642609732529498e-01,-1.079183228956329677e+00,-5.566935250514788436e-01,-2.108948789468350626e-01
-3.448636189147868514e+00,-5.326875046392194335e-01,-2.608929974205919100e-01,-4.679476454266105478e-01,-1.038901071203436777e+00,2.045038864969978831e-01,3.248375740794166022e-01,7.572024656603961734e-01,-7.596199390731356305e-01,-1.320130461670297128e+00,5.486366026825643116e-01
-3.417645553601297070e+00,-5.755757716414017233e-01,-2.645504647817333854e-01,-1.142648402715950473e+00,-4.892884474742919543e-01,-2.039447890547620504e-02,-3.181330380201127239e-01,3.689797835737216314e-01,-5.381389437601170611e-01,1.338060598304471049e-01,-8.217067438234709796e-04
